ID,SMILES,IC50,pIC50,Assay Type,Document ChEMBL ID,Category,Assay Description,Source ID,Source Description,Document Journal,Document Year,Molecular Weight,AlogP,bioactivity,bio_code
CHEMBL3325841,Cc1nn(-c2ccc(Br)cc2Br)c2c1C(O)CC(C)(C)C2,3380,5.47,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed in HEK293 cells assessed as inhibition of forskolin-induced cAMP production after 30 mins by HTRF assay,1,Scientific Literature,Bioorg Med Chem,2014,414.14,4.71,inactive,0
CHEMBL3401554,O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cc2cc([N+](=O)[O-])ccc2cn1,2728,5.56,F,CHEMBL3400112,antagonist,Antagonist activity at human MOR expressed in CHO cells assessed as inhibition of DAMGO-induced increase in intracellular Ca2+ level incubated for 15 mins prior to DAMGO addition by microplate reader analysis,1,Scientific Literature,Bioorg Med Chem,2015,542.59,3.21,inactive,0
CHEMBL35838,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,26.1,7.58,F,CHEMBL1149874,agonist,Agonist activity at mu opioid receptor assessed as inhibition of forskolin-induced cAMP production in human SH-SY5Y cells pretreated for 24 hrs with DMEM medium after 15 mins,1,Scientific Literature,Bioorg Med Chem,2008,554.65,-0.76,active,2
CHEMBL3697625,Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1cccc(NC(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)c1,37.8,7.42,F,CHEMBL3638635,antagonist,"Flux Assay: As Ca2+ flux is associated with the activation of the MOR, the functional activity of bivalent ligand 1, monovalent ligand 2, and naltrexone was then evaluated in a Ca2+ mobilization assay in hMORCHO cells transfected with chimeric Ca2+ following a published protocol.23 No agonism was observed for any of the tested compounds (data not shown). Thus, they were further assessed for their antagonist properties as the ability to inhibit DAMGO (a MOR agonist) induced Ca2+ flux.",37,BindingDB Database,,2015,1197.48,None,active,2
CHEMBL371970,CC[C@@H]1C[C@@](C)(c2cccc(O)c2)[C@@H](C)CN1CCc1ccccc1,90,7.05,F,CHEMBL1149448,antagonist,Inhibition of loperamide-stimulated [35S]GTP-gamma-S binding to membranes containing mu opioid receptor,1,Scientific Literature,Bioorg Med Chem Lett,2006,337.51,5.01,active,2
CHEMBL373446,C[C@H]1CN2CCN(Cc3cccs3)C[C@H]2C[C@@]1(C)c1cccc(O)c1,0.63,9.2,F,CHEMBL1137297,antagonist,Antagonist activity assessed as inhibition of loperamide-stimulated [35S]GTPgammaS binding to human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006,356.54,3.94,highly_active,3
CHEMBL373641,C[C@H]1CN2CCN(Cc3cccc(Cl)c3)C[C@H]2C[C@@]1(C)c1cccc(O)c1,1.8,8.74,F,CHEMBL1137297,antagonist,Antagonist activity assessed as inhibition of loperamide-stimulated [35S]GTPgammaS binding to human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006,384.95,4.53,highly_active,3
CHEMBL373707,C[C@H]1CN2C[C@H](c3ccccc3)NC[C@H]2C[C@@]1(C)c1cccc(C(N)=O)c1,1.5,8.82,F,CHEMBL1137297,antagonist,Antagonist activity assessed as inhibition of loperamide-stimulated [35S]GTPgammaS binding to human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006,363.51,3.1,highly_active,3
CHEMBL373709,C[C@H]1CN2CCN(Cc3ccnc4ccccc34)C[C@H]2C[C@@]1(C)c1cccc(O)c1,80,7.1,F,CHEMBL1137297,antagonist,Antagonist activity assessed as inhibition of loperamide-stimulated [35S]GTPgammaS binding to human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006,401.55,4.42,active,2
CHEMBL373925,C[C@H]1CN2C[C@H](c3ccccc3)N(Cc3ccccc3)C[C@H]2C[C@@]1(C)c1cccc(C(N)=O)c1,28,7.55,F,CHEMBL1137297,antagonist,Antagonist activity assessed as inhibition of loperamide-stimulated [35S]GTPgammaS binding to human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006,453.63,5.01,active,2
CHEMBL373984,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1C(=O)NCCC(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,97,7.01,F,CHEMBL1146900,antagonist,Antagonist activity against human mu opioid receptor expressed in CHO cells assessed as inhibition of DAMGO-stimulated [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2006,732.97,5.8,active,2
CHEMBL374324,C[C@H]1CN2CCN(S(=O)(=O)c3ccccc3)C[C@H]2C[C@@]1(C)c1cccc(O)c1,140,6.85,F,CHEMBL1137297,antagonist,Antagonist activity assessed as inhibition of loperamide-stimulated [35S]GTPgammaS binding to human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006,400.54,3.06,intermediate,1
CHEMBL374455,C[C@H]1CN2CCN(Cc3ccco3)C[C@H]2C[C@@]1(C)c1cccc(O)c1,7.2,8.14,F,CHEMBL1137297,antagonist,Antagonist activity assessed as inhibition of loperamide-stimulated [35S]GTPgammaS binding to human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006,340.47,3.47,highly_active,3
CHEMBL374559,C[C@H]1CN2C[C@@H](c3ccccc3)CC[C@H]2C[C@@]1(C)c1cccc(O)c1,110,6.96,F,CHEMBL1137299,antagonist,Antagonist activity against human cloned mu opioid receptor expressed in CHO cells assessed as inhibition of loperamide-stimulated [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2006,335.49,4.94,intermediate,1
CHEMBL374678,C[C@H]1CN2CCCN(Cc3ccccc3)C[C@H]2C[C@@]1(C)c1cccc(O)c1,15,7.82,F,CHEMBL1137297,antagonist,Antagonist activity assessed as inhibition of loperamide-stimulated [35S]GTPgammaS binding to human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006,364.53,4.27,active,2
CHEMBL375119,C[C@H]1CN2C[C@H](C3CCCCC3)NC[C@H]2C[C@@]1(C)c1cccc(O)c1,1.3,8.89,F,CHEMBL1137297,antagonist,Antagonist activity assessed as inhibition of loperamide-stimulated [35S]GTPgammaS binding to human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006,342.53,3.91,highly_active,3
CHEMBL375165,C[C@H]1CN2CCN(CCCc3ccccc3)C[C@H]2C[C@@]1(C)c1cccc(O)c1,13,7.89,F,CHEMBL1137297,antagonist,Antagonist activity assessed as inhibition of loperamide-stimulated [35S]GTPgammaS binding to human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006,378.56,4.31,active,2
CHEMBL375633,C[C@H]1CN2CCN(Cc3cccc4ccccc34)C[C@H]2C[C@@]1(C)c1cccc(O)c1,16,7.8,F,CHEMBL1137297,antagonist,Antagonist activity assessed as inhibition of loperamide-stimulated [35S]GTPgammaS binding to human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006,400.57,5.03,active,2
CHEMBL375803,C[C@H]1CN2CCN(Cc3ccc(O)cc3)C[C@H]2C[C@@]1(C)c1cccc(O)c1,5.7,8.24,F,CHEMBL1137297,antagonist,Antagonist activity assessed as inhibition of loperamide-stimulated [35S]GTPgammaS binding to human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006,366.51,3.58,highly_active,3
CHEMBL376355,Nc1nc2c(s1)C[C@H]1[C@H]3Cc4ccc(O)cc4[C@@]1(CCN3CC1CCC1)C2,26,7.58,F,CHEMBL1143667,antagonist,Antagonist activity at human mu opioid receptor expressed in CHO membrane assessed as inhibition of DAMGO-induced [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,381.55,3.51,active,2
CHEMBL376413,C[C@H]1CN2CCN(CC3CCCCC3)C[C@H]2C[C@@]1(C)c1cccc(O)c1,1.1,8.96,F,CHEMBL1137297,antagonist,Antagonist activity assessed as inhibition of loperamide-stimulated [35S]GTPgammaS binding to human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006,356.55,4.26,highly_active,3
CHEMBL376690,C[C@H]1CN2CCN(Cc3ccccc3)C[C@H]2C[C@@]1(C)c1cccc(O)c1,0.73,9.14,F,CHEMBL1137297,antagonist,Antagonist activity assessed as inhibition of loperamide-stimulated [35S]GTPgammaS binding to human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006,350.51,3.88,highly_active,3
CHEMBL377789,C[C@H]1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccccc5)cc4)cc3[C@@]1(C)CCN2CC1CC1,150,6.82,F,CHEMBL1146899,antagonist,Antagonist activity against human mu opioid receptor expressed in CHO cells assessed as inhibition of DAMGO-stimulated [35S]GTPgammaS binding,1,Scientific Literature,J Med Chem,2006,478.68,6.26,intermediate,1
CHEMBL382919,CCC[C@@H]1C[C@@](C)(c2cccc(O)c2)[C@@H](C)CN1CCc1ccccc1,15,7.82,F,CHEMBL1149448,antagonist,Inhibition of loperamide-stimulated [35S]GTP-gamma-S binding to membranes containing mu opioid receptor,1,Scientific Literature,Bioorg Med Chem Lett,2006,351.53,5.4,active,2
CHEMBL383044,C[C@H]1CN(CCc2ccccc2)[C@H](CCCc2ccccc2)C[C@@]1(C)c1cccc(O)c1,360,6.44,F,CHEMBL1149448,antagonist,Inhibition of loperamide-stimulated [35S]GTP-gamma-S binding to membranes containing mu opioid receptor,1,Scientific Literature,Bioorg Med Chem Lett,2006,427.63,6.63,intermediate,1
CHEMBL383094,CCCCCCCN1C[C@H](C)[C@](C)(c2cccc(O)c2)C[C@H]1CCC,9,8.05,F,CHEMBL1149448,antagonist,Inhibition of loperamide-stimulated [35S]GTP-gamma-S binding to membranes containing mu opioid receptor,1,Scientific Literature,Bioorg Med Chem Lett,2006,345.57,6.13,highly_active,3
CHEMBL383491,CC(=O)NCC[C@@H]1C[C@@](C)(c2cccc(O)c2)[C@@H](C)CN1CCc1ccccc1,130,6.89,F,CHEMBL1149448,antagonist,Inhibition of loperamide-stimulated [35S]GTP-gamma-S binding to membranes containing mu opioid receptor,1,Scientific Literature,Bioorg Med Chem Lett,2006,394.56,4.13,intermediate,1
CHEMBL383896,O=C1CC[C@@]2(NCC/C=C/c3ccc(Cl)cc3)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,0.24,9.62,F,CHEMBL1137387,antagonist,Activity at human recombinant mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2006,505.06,4.88,highly_active,3
CHEMBL384118,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(NC/C=C/Cc5ccc(Cl)cc5)[C@@H](C2)N(CC2CC2)CC[C@]314,4.98,8.3,F,CHEMBL1137387,antagonist,Activity at human recombinant mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2006,519.09,4.88,highly_active,3
CHEMBL384336,C[C@H]1CN2CCN(C(=O)CCc3ccccc3)C[C@H]2C[C@@]1(C)c1cccc(O)c1,78,7.11,F,CHEMBL1137297,antagonist,Antagonist activity assessed as inhibition of loperamide-stimulated [35S]GTPgammaS binding to human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006,392.54,3.84,active,2
CHEMBL384497,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(NCCCc5ccc(Cl)cc5)[C@@H](C2)N(CC2CC2)CC[C@]314,0.12,9.92,F,CHEMBL1137387,antagonist,Activity at human recombinant mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2006,507.07,4.71,highly_active,3
CHEMBL384895,C[C@H]1CN2CCN(Cc3cccc(OCc4ccccc4)c3)C[C@H]2C[C@@]1(C)c1cccc(O)c1,22,7.66,F,CHEMBL1137297,antagonist,Antagonist activity assessed as inhibition of loperamide-stimulated [35S]GTPgammaS binding to human mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2006,456.63,5.46,active,2
CHEMBL385280,C[C@H]1[C@H]2CC[C@H](c3ccccc3)CN2CC[C@@]1(C)c1cccc(O)c1,190,6.72,F,CHEMBL1137299,antagonist,Antagonist activity against human cloned mu opioid receptor expressed in CHO cells assessed as inhibition of loperamide-stimulated [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2006,335.49,4.94,intermediate,1
CHEMBL385392,C[C@H]1[C@@H]2CC[C@H](c3ccccc3)CN2CC[C@@]1(C)c1cccc(O)c1,150,6.82,F,CHEMBL1137299,antagonist,Antagonist activity against human cloned mu opioid receptor expressed in CHO cells assessed as inhibition of loperamide-stimulated [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2006,335.49,4.94,intermediate,1
CHEMBL386272,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(NC(=O)/C=C/c5ccc(Cl)cc5)[C@@H](C2)N(CC2CC2)CC[C@]314,0.97,9.01,F,CHEMBL1137387,antagonist,Activity at human recombinant mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2006,519.04,4.32,highly_active,3
CHEMBL386492,O=C(/C=C/c1ccc(Cl)cc1)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5,0.53,9.28,F,CHEMBL1137387,antagonist,Activity at human recombinant mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2006,505.01,4.02,highly_active,3
CHEMBL387016,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,96.3,7.02,F,CHEMBL1137387,antagonist,Activity at human recombinant mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2006,355.43,1.83,active,2
CHEMBL387101,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(NCCc5ccc(Cl)cc5)[C@@H](C2)N(CC2CC2)CC[C@]314,3.73,8.43,F,CHEMBL1137387,antagonist,Activity at human recombinant mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2006,493.05,4.32,highly_active,3
CHEMBL387248,C[C@H]1CN2C[C@H](c3ccccc3)CC[C@@H]2C[C@@]1(C)c1cccc(O)c1,210,6.68,F,CHEMBL1137299,antagonist,Antagonist activity against human cloned mu opioid receptor expressed in CHO cells assessed as inhibition of loperamide-stimulated [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2006,335.49,4.94,intermediate,1
CHEMBL38874,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)NCCO,5,8.3,F,CHEMBL3351626,agonist,Agonist activity at human mu opioid receptor expressed in HEK293 cells assessed as inhibition of forskolin-induced cAMP production after 30 mins by HTRF assay,1,Scientific Literature,Bioorg Med Chem,2014,513.6,-0.94,highly_active,3
CHEMBL390866,Nc1nc2cc3c(cc2s1)C[C@@H]1[C@@H]2CCCC[C@]32CCN1CC1CCC1,85,7.07,F,CHEMBL1765082,antagonist,Antagonist activity at human mu opioid receptor expressed in CHO cells assessed as inhibition of DAMGO-induced [35S]GTPgammaS binding by scintillation counting,1,Scientific Literature,J Med Chem,2011,367.56,4.74,active,2
CHEMBL394573,NC(=O)Nc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,1500,5.82,F,CHEMBL1147995,antagonist,Antagonist activity at human mu opioid receptor expressed in CHO cells assessed as inhibition of DAMGO-induced [35S]GTPgammaS binding after 60 mins,1,Scientific Literature,Bioorg Med Chem,2007,353.51,4.04,inactive,0
CHEMBL394624,O=C(NCc1ccccc1)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,260,6.58,F,CHEMBL1144610,antagonist,Antagonist activity at human mu opioid receptor expressed in CHO cells assessed as DAMGO-stimulated [35S]GTP-gamma-S binding,1,Scientific Literature,Bioorg Med Chem Lett,2007,444.62,5.83,intermediate,1
CHEMBL397035,O=C(Nc1ccccc1)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3,6.4,8.19,F,CHEMBL1144610,antagonist,Antagonist activity at human mu opioid receptor expressed in CHO cells assessed as DAMGO-stimulated [35S]GTP-gamma-S binding,1,Scientific Literature,Bioorg Med Chem Lett,2007,416.57,5.77,highly_active,3
CHEMBL401508,C[C@H]1CN(CCC(=O)N[C@@H](CC2CCCCC2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,5.5,8.26,F,CHEMBL1144033,antagonist,Antagonist activity at human cloned mu opioid receptor assessed as inhibition of loperamide-stimulated [35S]GTP-gamma-S binding,1,Scientific Literature,Bioorg Med Chem Lett,2008,430.59,3.92,highly_active,3
CHEMBL401615,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)N[C@@H](CCCCN)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,1.2,8.92,F,CHEMBL1144033,antagonist,Antagonist activity at human cloned mu opioid receptor assessed as inhibition of loperamide-stimulated [35S]GTP-gamma-S binding,1,Scientific Literature,Bioorg Med Chem Lett,2008,495.66,3.55,highly_active,3
CHEMBL401716,C[C@H]1CN(CCC(=O)N[C@@H](Cc2ccccc2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,7.8,8.11,F,CHEMBL1144033,antagonist,Antagonist activity at human cloned mu opioid receptor assessed as inhibition of loperamide-stimulated [35S]GTP-gamma-S binding,1,Scientific Literature,Bioorg Med Chem Lett,2008,424.54,3.19,highly_active,3
CHEMBL401789,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)N[C@@H](CC(=O)O)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,3.8,8.42,F,CHEMBL1144033,antagonist,Antagonist activity at human cloned mu opioid receptor assessed as inhibition of loperamide-stimulated [35S]GTP-gamma-S binding,1,Scientific Literature,Bioorg Med Chem Lett,2008,482.58,2.89,highly_active,3
CHEMBL402964,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(-c3ccccc3)cc2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,21,7.68,F,CHEMBL1144033,antagonist,Antagonist activity at human cloned mu opioid receptor assessed as inhibition of loperamide-stimulated [35S]GTP-gamma-S binding,1,Scientific Literature,Bioorg Med Chem Lett,2008,590.76,6.33,active,2
CHEMBL403190,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,1.5,8.82,F,CHEMBL1144033,antagonist,Antagonist activity at human cloned mu opioid receptor assessed as inhibition of loperamide-stimulated [35S]GTP-gamma-S binding,1,Scientific Literature,Bioorg Med Chem Lett,2008,514.67,4.66,highly_active,3
CHEMBL403191,C[C@H]1CN(CCC(=O)N(CCc2ccccc2)[C@@H](Cc2ccccc2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,63,7.2,F,CHEMBL1144033,antagonist,Antagonist activity at human cloned mu opioid receptor assessed as inhibition of loperamide-stimulated [35S]GTP-gamma-S binding,1,Scientific Literature,Bioorg Med Chem Lett,2008,528.69,5.15,active,2
CHEMBL403324,CCN(C(=O)CCN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)[C@@H](Cc1ccccc1)C(=O)O,110,6.96,F,CHEMBL1144033,antagonist,Antagonist activity at human cloned mu opioid receptor assessed as inhibition of loperamide-stimulated [35S]GTP-gamma-S binding,1,Scientific Literature,Bioorg Med Chem Lett,2008,452.6,3.93,intermediate,1
CHEMBL403325,C[C@H]1CN(CCC(=O)N[C@@H](CCc2ccccc2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,10,8,F,CHEMBL1144033,antagonist,Antagonist activity at human cloned mu opioid receptor assessed as inhibition of loperamide-stimulated [35S]GTP-gamma-S binding,1,Scientific Literature,Bioorg Med Chem Lett,2008,438.57,3.58,highly_active,3
CHEMBL403633,C[C@H](NC(=O)[C@@H](Cc1ccccc1)CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)C(=O)O,1.2,8.92,F,CHEMBL1144033,antagonist,Antagonist activity at human cloned mu opioid receptor assessed as inhibition of loperamide-stimulated [35S]GTP-gamma-S binding,1,Scientific Literature,Bioorg Med Chem Lett,2008,438.57,3.44,highly_active,3
CHEMBL404303,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,7.9,8.1,F,CHEMBL1144033,antagonist,Antagonist activity at human cloned mu opioid receptor assessed as inhibition of loperamide-stimulated [35S]GTP-gamma-S binding,1,Scientific Literature,Bioorg Med Chem Lett,2008,564.73,5.82,highly_active,3
CHEMBL404583,C[C@H]1CN(CCC(=O)N(c2ccccc2)[C@@H](Cc2ccccc2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,70,7.16,F,CHEMBL1144033,antagonist,Antagonist activity at human cloned mu opioid receptor assessed as inhibition of loperamide-stimulated [35S]GTP-gamma-S binding,1,Scientific Literature,Bioorg Med Chem Lett,2008,500.64,5.11,active,2
CHEMBL4061620,Cc1ccc(C(=O)NCC2c3ccccc3CCN2CCCl)cc1,200,6.7,F,CHEMBL3992491,agonist,Agonist activity at human MOR expressed in HEK293 cells assessed as inhibition of forskolin-induced adenylyl cyclase-mediated cAMP accumulation after 30 mins by HTRF assay,1,Scientific Literature,Eur J Med Chem,2017,342.87,3.56,intermediate,1
CHEMBL4062124,O=C(NCC1NCCc2ccccc21)c1ccc(F)cc1,830,6.08,F,CHEMBL3992491,agonist,Agonist activity at human MOR expressed in HEK293 cells assessed as inhibition of forskolin-induced adenylyl cyclase-mediated cAMP accumulation after 30 mins by HTRF assay,1,Scientific Literature,Eur J Med Chem,2017,284.33,2.44,intermediate,1
CHEMBL4063074,Cc1cc(C)cc(C2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)cc2)c1,29.4,7.53,F,CHEMBL4619756,antagonist,Antagonist activity at human mu opiod receptor expressed in CHO cells assessed as inhibition of DAMGO-induced [35S]GTPgammaS binding incubated for 4 hrs by microbeta liquid scintillation counting method,1,Scientific Literature,Bioorg Med Chem Lett,2020,418.51,5.67,active,2
CHEMBL4065924,O=C(NCC1NCCc2ccccc21)c1ccc(Cl)c(Cl)c1,230,6.64,F,CHEMBL3992491,agonist,Agonist activity at human MOR expressed in HEK293 cells assessed as inhibition of forskolin-induced adenylyl cyclase-mediated cAMP accumulation after 30 mins by HTRF assay,1,Scientific Literature,Eur J Med Chem,2017,335.23,3.61,intermediate,1
CHEMBL4066436,O=C(NCC1NCCc2ccccc21)c1cccc(Cl)c1,2030,5.69,F,CHEMBL3992491,agonist,Agonist activity at human MOR expressed in HEK293 cells assessed as inhibition of forskolin-induced adenylyl cyclase-mediated cAMP accumulation after 30 mins by HTRF assay,1,Scientific Literature,Eur J Med Chem,2017,300.79,2.96,inactive,0
CHEMBL4070288,CCc1ccc(C(=O)NCC2c3ccccc3CCN2C)cc1,3280,5.48,F,CHEMBL3992491,agonist,Agonist activity at human MOR expressed in HEK293 cells assessed as inhibition of forskolin-induced adenylyl cyclase-mediated cAMP accumulation after 30 mins by HTRF assay,1,Scientific Literature,Eur J Med Chem,2017,308.43,3.21,inactive,0
CHEMBL4071332,Cc1ccc(C(=O)NCC2c3ccccc3CCN2C)cc1C,80,7.1,F,CHEMBL3992491,agonist,Agonist activity at human MOR expressed in HEK293 cells assessed as inhibition of forskolin-induced adenylyl cyclase-mediated cAMP accumulation after 30 mins by HTRF assay,1,Scientific Literature,Eur J Med Chem,2017,308.43,3.26,active,2
CHEMBL4075084,CC(C)C(NC(=O)/C(=C/c1ccccc1)CN1CCC(C)(c2cccc(O)c2)C(C)C1)C(=O)O,660.69,6.18,F,CHEMBL4038325,antagonist,Antagonist activity at recombinant human MOR expressed in HEK293T cells assessed as reduction in DAMGO-induced inhibition of forskolin-stimulated cAMP level preincubated for 15 to 20 mins followed by DAMGO and forskolin addition by GloSensor assay,1,Scientific Literature,J Med Chem,2017,464.61,4.3,intermediate,1
CHEMBL4081523,CCCC(NC(=O)/C(=C/c1ccccc1)CN1CCC(C)(c2cccc(O)c2)C(C)C1)C(=O)O,2344.23,5.63,F,CHEMBL4038325,antagonist,Antagonist activity at recombinant human MOR expressed in HEK293T cells assessed as reduction in DAMGO-induced inhibition of forskolin-stimulated cAMP level preincubated for 15 to 20 mins followed by DAMGO and forskolin addition by GloSensor assay,1,Scientific Literature,J Med Chem,2017,464.61,4.44,inactive,0
CHEMBL4081855,CCC(C)C(NC(=O)/C(=C/c1ccccc1)CN1CCC(C)(c2cccc(O)c2)C(C)C1)C(=O)O,1621.81,5.79,F,CHEMBL4038325,antagonist,Antagonist activity at recombinant human MOR expressed in HEK293T cells assessed as reduction in DAMGO-induced inhibition of forskolin-stimulated cAMP level preincubated for 15 to 20 mins followed by DAMGO and forskolin addition by GloSensor assay,1,Scientific Literature,J Med Chem,2017,478.63,4.69,inactive,0
CHEMBL4082299,O=C(NCC1NCCc2ccccc21)c1ccc(OC(F)(F)F)cc1,1220,5.91,F,CHEMBL3992491,agonist,Agonist activity at human MOR expressed in HEK293 cells assessed as inhibition of forskolin-induced adenylyl cyclase-mediated cAMP accumulation after 30 mins by HTRF assay,1,Scientific Literature,Eur J Med Chem,2017,350.34,3.2,inactive,0
CHEMBL4087761,Cc1cccc(C(=O)NCC2NCCc3ccccc32)c1,1270,5.9,F,CHEMBL3992491,agonist,Agonist activity at human MOR expressed in HEK293 cells assessed as inhibition of forskolin-induced adenylyl cyclase-mediated cAMP accumulation after 30 mins by HTRF assay,1,Scientific Literature,Eur J Med Chem,2017,280.37,2.61,inactive,0
CHEMBL4090064,Cc1cc(C)cc(C2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)c(Cl)c2)c1,144.2,6.84,F,CHEMBL4049389,antagonist,Antagonist activity at recombinant human mu-opioid receptor expressed in CHO cell membranes assessed as inhibition of DAMGO-induced [35S]GTPgammaS binding after 4 hrs by microbeta scintillation counting method,1,Scientific Literature,Eur J Med Chem,2017,452.96,6.32,intermediate,1
CHEMBL4090148,O=C(NCC1NCCc2ccccc21)c1ccc(Cl)cc1,220,6.66,F,CHEMBL3992491,agonist,Agonist activity at human MOR expressed in HEK293 cells assessed as inhibition of forskolin-induced adenylyl cyclase-mediated cAMP accumulation after 30 mins by HTRF assay,1,Scientific Literature,Eur J Med Chem,2017,300.79,2.96,intermediate,1
CHEMBL4092125,CN1CCc2ccccc2C1CNC(=O)c1ccc(Cl)c(Cl)c1,50,7.3,F,CHEMBL3992491,agonist,Agonist activity at human MOR expressed in HEK293 cells assessed as inhibition of forskolin-induced adenylyl cyclase-mediated cAMP accumulation after 30 mins by HTRF assay,1,Scientific Literature,Eur J Med Chem,2017,349.26,3.95,active,2
