ID,SMILES,IC50,pIC50,Assay Type,Document ChEMBL ID,Category,Category_broad,Assay Description,Source ID,Source Description,Document Journal,Document Year,Molecular Weight,AlogP,bioactivity,bio_code,MW,LogP,LogS,nHA,nHD,TPSA,Druglikeness,Molecular_Flexibility,Molecular_Complexity,nHET,nRot,nAro,Globularity_SVD,Globularity_Vol,pc1,pc2,pc3,CSK_frequency,Scaffold_frequency
CHEMBL202327,CCCCCCN1C[C@H](C)[C@](C)(c2cccc(O)c2)C[C@H]1CCC,39,7.41,F,CHEMBL1149448,antagonist,antagonist,Inhibition of loperamide-stimulated [35S]GTP-gamma-S binding to membranes containing mu opioid receptor,1,Scientific Literature,Bioorg Med Chem Lett,2006,331.54,5.74,active,2,331.542,5.8948,-4.447,2,1,23.47,-5.5769,0.4702,0.81047,2,8,1,0.37789,0.71913,-1.684407906,-0.306052623,0.694792541,10,8
CHEMBL202352,CCCC[C@@H]1C[C@@](C)(c2cccc(O)c2)[C@@H](C)CN1CCc1ccccc1,120,6.92,F,CHEMBL1149448,antagonist,antagonist,Inhibition of loperamide-stimulated [35S]GTP-gamma-S binding to membranes containing mu opioid receptor,1,Scientific Literature,Bioorg Med Chem Lett,2006,365.56,5.79,intermediate,1,365.559,5.9735,-4.772,2,1,23.47,-1.6224,0.44257,0.82225,2,7,2,0.38919,0.71831,-1.671399716,-0.5306268321,0.5323204018,8,8
CHEMBL202461,CCC[C@@H]1C[C@@](C)(c2cccc(O)c2)[C@@H](C)CN1C,170,6.77,F,CHEMBL1149448,antagonist,antagonist,Inhibition of loperamide-stimulated [35S]GTP-gamma-S binding to membranes containing mu opioid receptor,1,Scientific Literature,Bioorg Med Chem Lett,2006,261.41,3.79,intermediate,1,261.407,3.6709,-3.067,2,1,23.47,2.6064,0.41635,0.79273,2,3,1,0.40699,0.79771,-1.823945365,1.022784636,0.2018921267,10,8
CHEMBL202462,CCC[C@@H]1C[C@@](C)(c2cccc(O)c2)[C@@H](C)CN1CC,100,7,F,CHEMBL1149448,antagonist,antagonist,Inhibition of loperamide-stimulated [35S]GTP-gamma-S binding to membranes containing mu opioid receptor,1,Scientific Literature,Bioorg Med Chem Lett,2006,275.44,4.18,active,2,275.434,4.0772,-3.367,2,1,23.47,2.6382,0.42952,0.80083,2,4,1,0.53626,0.77468,-1.79045117,0.7495506323,0.2890404398,10,8
CHEMBL203150,C[C@H]1CN(CCc2ccccc2)[C@H](Cc2ccccc2)C[C@@]1(C)c1cccc(O)c1,280,6.55,F,CHEMBL1149448,antagonist,antagonist,Inhibition of loperamide-stimulated [35S]GTP-gamma-S binding to membranes containing mu opioid receptor,1,Scientific Literature,Bioorg Med Chem Lett,2006,399.58,5.85,intermediate,1,399.576,6.0522,-5.097,2,1,23.47,3.7969,0.42529,0.83186,2,6,3,0.52378,0.71528,-1.65839156,-0.7552014046,0.3698482147,1,1
CHEMBL203307,C[C@@H]1C[C@@](C)(c2cccc(O)c2)[C@@H](C)CN1CCc1ccccc1,50,7.3,F,CHEMBL1149448,antagonist,antagonist,Inhibition of loperamide-stimulated [35S]GTP-gamma-S binding to membranes containing mu opioid receptor,1,Scientific Literature,Bioorg Med Chem Lett,2006,323.48,4.62,active,2,323.478,4.6103,-3.962,2,1,23.47,5.0119,0.44805,0.79328,2,4,2,0.34144,0.74859,-1.750932207,0.2610755195,0.2280063959,8,8
CHEMBL2048761,COc1cccc(CNc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CCC2)CC4)c1,3.8,8.42,F,CHEMBL2046406,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [33S]GTPgammaS binding after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2012,430.64,6.17,highly_active,3,430.634,5.3079,-5.985,3,1,24.5,-1.1655,0.38936,0.94342,3,6,2,0.36133,0.69949,-1.360764092,-1.178709273,0.03196377728,6,6
CHEMBL2048762,COc1ccc(CNc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CCC2)CC4)cc1,7.8,8.11,F,CHEMBL2046406,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [33S]GTPgammaS binding after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2012,430.64,6.17,highly_active,3,430.634,5.3079,-5.985,3,1,24.5,-1.1655,0.38936,0.94068,3,6,2,0.33714,0.69946,-1.360764092,-1.178709273,0.03196377728,6,6
CHEMBL2048764,c1cc2c(cc1CNc1ccc3c(c1)[C@@]14CCCC[C@H]1[C@@H](C3)N(CC1CCC1)CC4)OCO2,3.6,8.44,F,CHEMBL2046406,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [33S]GTPgammaS binding after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2012,444.62,5.89,highly_active,3,444.617,5.4893,-6.678,4,1,33.73,-1.2675,0.36734,0.95333,4,5,2,0.33375,0.69822,-1.224721889,-1.61711154,-0.238146,1,1
CHEMBL2048765,COc1cccc(CNc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CC2)CC4)c1,2,8.7,F,CHEMBL2046406,antagonist,antagonist,Antagonist activity at human mu opioid receptor expressed in CHO cells assessed as inhibition of DAMGO-induced [33S]GTPgammaS binding after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2012,416.61,5.78,highly_active,3,416.607,4.9659,-5.715,3,1,24.5,-0.41062,0.38374,0.94225,3,6,2,0.33867,0.69961,-1.355024287,-0.9470979106,0.04640988236,5,5
CHEMBL2048766,c1cc2c(cc1CNc1ccc3c(c1)[C@@]14CCCC[C@H]1[C@@H](C3)N(CC1CC1)CC4)OCO2,0.21,9.68,F,CHEMBL2046406,antagonist,antagonist,Antagonist activity at human mu opioid receptor expressed in CHO cells assessed as inhibition of DAMGO-induced [33S]GTPgammaS binding after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2012,430.59,5.5,highly_active,3,430.59,5.1473,-6.408,4,1,33.73,-0.50877,0.36189,0.95224,4,5,2,0.34249,0.70214,-1.218982084,-1.385500177,-0.223699895,1,1
CHEMBL2048767,O=[N+]([O-])c1cccc(CNc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CCC2)CC4)c1,1.1,8.96,F,CHEMBL2046406,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [33S]GTPgammaS binding after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2012,445.61,6.07,highly_active,3,445.605,4.4563,-6.427,5,1,61.09,-6.2647,0.40155,0.94648,5,6,2,0.34567,0.69798,-0.8604638312,-1.298822332,-0.2807140368,6,6
CHEMBL2048768,Oc1ccccc1CNc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,38,7.42,F,CHEMBL2046406,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [33S]GTPgammaS binding after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2012,416.61,5.86,active,2,416.607,5.0322,-5.671,3,2,35.5,-1.1096,0.36614,0.94225,3,5,2,0.39088,0.72789,-1.28537126,-0.9059630117,-0.08206692513,6,6
CHEMBL2048769,Oc1cccc(CNc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CCC2)CC4)c1,4.8,8.32,F,CHEMBL2046406,antagonist,antagonist,Antagonist activity at human mu opioid receptor expressed in CHO cells assessed as inhibition of DAMGO-induced [33S]GTPgammaS binding after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2012,416.61,5.86,highly_active,3,416.607,5.0322,-5.671,3,2,35.5,-1.1096,0.37179,0.94147,3,5,2,0.30701,0.70098,-1.28537126,-0.9059630117,-0.08206692513,6,6
CHEMBL2048770,Oc1ccc(CNc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CCC2)CC4)cc1,3.6,8.44,F,CHEMBL2046406,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [33S]GTPgammaS binding after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2012,416.61,5.86,highly_active,3,416.607,5.0322,-5.671,3,2,35.5,-1.1096,0.37179,0.9395,3,5,2,0.32465,0.70716,-1.28537126,-0.9059630117,-0.08206692513,6,6
CHEMBL2048771,Oc1ccccc1CNc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CC1)CC3,8.8,8.06,F,CHEMBL2046406,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [33S]GTPgammaS binding after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2012,402.58,5.47,highly_active,3,402.58,4.6902,-5.401,3,2,35.5,-0.3455,0.35808,0.94108,3,5,2,0.36496,0.71948,-1.279631455,-0.6743516491,-0.06762082005,5,5
CHEMBL2048772,Oc1cccc(CNc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CC2)CC4)c1,3.5,8.46,F,CHEMBL2046406,antagonist,antagonist,Antagonist activity at human mu opioid receptor expressed in CHO cells assessed as inhibition of DAMGO-induced [33S]GTPgammaS binding after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2012,402.58,5.47,highly_active,3,402.58,4.6902,-5.401,3,2,35.5,-0.3455,0.3642,0.94029,3,5,2,0.35005,0.71028,-1.279631455,-0.6743516491,-0.06762082005,5,5
CHEMBL2048773,Oc1ccc(CNc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CC2)CC4)cc1,7.6,8.12,F,CHEMBL2046406,antagonist,antagonist,Antagonist activity at human mu opioid receptor expressed in CHO cells assessed as inhibition of DAMGO-induced [33S]GTPgammaS binding after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2012,402.58,5.47,highly_active,3,402.58,4.6902,-5.401,3,2,35.5,-0.3455,0.3642,0.9383,3,5,2,0.36174,0.71683,-1.279631455,-0.6743516491,-0.06762082005,5,5
CHEMBL2048774,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(NCc2cccc(O)c2)cc13,6.5,8.19,F,CHEMBL2046406,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [33S]GTPgammaS binding after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2012,362.52,4.69,highly_active,3,362.515,3.9658,-4.585,3,2,35.5,-0.07305,0.37945,0.92876,3,3,2,0.40024,0.74108,-1.385392836,-0.004536646654,-0.1782040126,1,1
CHEMBL2048782,COc1ccccc1CNc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,210,6.68,F,CHEMBL2046406,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [33S]GTPgammaS binding after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2012,404.51,3.11,intermediate,1,404.508,2.5975,-4.244,5,2,53.96,5.3599,0.32602,1.046,5,4,2,0.46315,0.74628,-0.8334130799,0.3839266426,-0.2449567389,2,2
CHEMBL2048786,CN1CC[C@]23c4c5ccc(NCc6cccc(O)c6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,550,6.26,F,CHEMBL2046406,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [33S]GTPgammaS binding after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2012,390.48,2.81,intermediate,1,390.481,2.3218,-3.93,5,3,64.96,5.3146,0.32285,1.0437,5,3,2,0.45137,0.7488,-0.7580202371,0.6566727637,-0.3589874996,2,2
CHEMBL205049,Cc1cc(C(N)=O)cc(C)c1C[C@H](N)C(=O)N1CCCC[C@H]1c1nc(-c2ccccc2)c[nH]1,9,8.05,F,CHEMBL2157906,agonist,agonist,Agonist activity at mu opioid receptor expressed in CHO-hg cells by [35S]-GTPgammaS binding assay,1,Scientific Literature,Bioorg Med Chem Lett,2012,445.57,3.42,highly_active,3,445.565,2.622,-3.875,7,3,118.1,-0.91506,0.50082,0.87115,7,6,3,0.37171,0.67641,-0.1623507251,0.5563583781,-0.1014429386,2,2
CHEMBL208454,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1c1nc(-c2ccccc2)c[nH]1,27,7.57,F,CHEMBL2157906,agonist,agonist,Agonist activity at mu opioid receptor expressed in CHO-hg cells by [35S]-GTPgammaS binding assay,1,Scientific Literature,Bioorg Med Chem Lett,2012,466.59,4.6,active,2,466.583,3.5699,-4.206,6,3,95.24,0.96188,0.41505,0.8972,6,5,4,0.41811,0.68851,-0.4642206644,0.1856631176,-0.0935592981,3,3
CHEMBL210005,C[C@H]1[C@H]2Cc3ccc(C(=O)NCCc4ccc(-c5ccccc5)cc4)cc3[C@]1(C)CCN2CC1CC1,3,8.52,F,CHEMBL1146899,antagonist,antagonist,Antagonist activity against human mu opioid receptor expressed in CHO cells assessed as inhibition of DAMGO-stimulated [35S]GTPgammaS binding,1,Scientific Literature,J Med Chem,2006,478.68,6.26,highly_active,3,478.678,6.5262,-7.214,3,1,32.34,5.5451,0.43911,0.91503,3,7,3,0.24661,0.65269,-1.300781454,-2.170561705,0.003593607931,15,2
CHEMBL2113275,C=CCN1CC[C@]23c4c5ccc(OC(=O)CCCCCCCCC(=O)Oc6ccc7c(c6)[C@@]68CCCCC6[C@@H](C7)N(CC6CCC6)CC8)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,2,8.7,F,CHEMBL1147138,agonist,agonist,Agonist activity at human opioid gamma receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,805.07,8.09,highly_active,3,805.065,8.8175,-9.541,9,1,105.61,-10.202,0.38549,1.1258,9,17,2,0.26925,0.59599,0.4501085364,-4.363149582,0.6119508802,3,3
CHEMBL2113294,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccccc4)[C@@H](C2)N(C)CC[C@]315,160,6.8,F,CHEMBL1148829,agonist,agonist,Agonist activity at human delta opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,500.64,3.97,intermediate,1,500.637,3.698,-5.056,6,1,60.03,3.7825,0.25283,1.1236,6,6,2,0.45027,0.71322,-0.634968181,-0.4127235719,-0.06133668813,13,7
CHEMBL2113295,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccccc4C)[C@@H](C2)N(C)CC[C@]315,15.1,7.82,F,CHEMBL1148829,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,514.67,4.28,active,2,514.664,4.0419,-5.4,6,1,60.03,3.7586,0.24082,1.1247,6,6,2,0.37191,0.68302,-0.637524473,-0.6882448979,-0.09361157982,13,7
CHEMBL2113296,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccccc4Cl)[C@@H](C2)N(C)CC[C@]315,106,6.97,F,CHEMBL1148829,agonist,agonist,Agonist activity at human delta opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,535.08,4.62,intermediate,1,535.082,4.304,-5.792,6,1,60.03,3.8336,0.24082,1.1244,7,6,2,0.51639,0.70698,-0.559655656,-0.9859386955,-0.1600402094,13,6
CHEMBL2113299,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccc([N+](=O)[O-])cc4)[C@@H](C2)N(C)CC[C@]315,26,7.58,F,CHEMBL1148829,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,545.64,3.88,active,2,545.634,2.7764,-5.516,9,1,105.85,-1.2118,0.27889,1.1244,9,7,2,0.26495,0.68541,0.1150795344,-0.5710306082,-0.3135315726,13,6
CHEMBL2113300,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccccc4[N+](=O)[O-])[C@@H](C2)N(C)CC[C@]315,216,6.67,F,CHEMBL1148829,agonist,agonist,Agonist activity at human delta opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,545.64,3.88,intermediate,1,545.634,2.7764,-5.516,9,1,105.85,-1.2118,0.26521,1.1264,9,7,2,0.31796,0.69055,0.1150795344,-0.5710306082,-0.3135315726,13,6
CHEMBL2113301,COc1ccccc1/C=C/C(=O)NC[C@H]1C[C@@]23CC[C@@]1(OC)[C@@H]1Oc4c(OC)ccc5c4[C@@]12CCN(C)[C@@H]3C5,11.7,7.93,F,CHEMBL1148829,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,530.67,3.98,active,2,530.663,3.628,-5.074,7,1,69.26,3.7825,0.24379,1.1256,7,7,2,0.48259,0.69178,-0.385220592,-0.4509175649,-8.54E-04,13,7
CHEMBL2113302,COc1ccc(/C=C/C(=O)NC[C@H]2C[C@@]34CC[C@@]2(OC)[C@@H]2Oc5c(OC)ccc6c5[C@@]23CCN(C)[C@@H]4C6)cc1,74.2,7.13,F,CHEMBL1148829,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,530.67,3.98,active,2,530.663,3.628,-5.074,7,1,69.26,3.7825,0.27092,1.1244,7,7,2,0.49518,0.68025,-0.385220592,-0.4509175649,-8.54E-04,13,7
CHEMBL2113303,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccccc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,3.12,8.51,F,CHEMBL1148829,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,486.61,3.67,highly_active,3,486.61,3.4223,-4.742,6,2,71.03,3.7996,0.25615,1.1205,6,5,2,0.37608,0.7018,-0.559575377,-0.1399773517,-0.1753673561,13,7
CHEMBL2113304,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccccc1C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,7.23,8.14,F,CHEMBL1148829,agonist,agonist,Agonist activity at human delta opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,500.64,3.97,highly_active,3,500.637,3.7662,-5.086,6,2,71.03,3.7776,0.24373,1.1216,6,5,2,0.4965,0.69972,-0.5621316412,-0.4154986364,-0.2076422822,13,7
CHEMBL2113305,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccccc1Cl)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,3.36,8.47,F,CHEMBL1148829,agonist,agonist,Agonist activity at human delta opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,521.06,4.32,highly_active,3,521.055,4.0283,-5.478,6,2,71.03,3.8518,0.24373,1.1213,7,5,2,0.45287,0.71387,-0.4842627551,-0.7131927438,-0.2740710237,13,6
CHEMBL2113306,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccc(C)cc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,15.9,7.8,F,CHEMBL1148829,agonist,agonist,Agonist activity at human delta opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,500.64,3.97,active,2,500.637,3.7662,-5.086,6,2,71.03,3.7776,0.26163,1.1209,6,5,2,0.42274,0.70463,-0.5621316412,-0.4154986364,-0.2076422822,13,7
CHEMBL2113307,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccc(Cl)cc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,35.4,7.45,F,CHEMBL1148829,agonist,agonist,Agonist activity at human delta opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,521.06,4.32,active,2,521.055,4.0283,-5.478,6,2,71.03,3.8518,0.26163,1.1204,7,5,2,0.31997,0.7047,-0.4842627551,-0.7131927438,-0.2740710237,13,6
CHEMBL2113308,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccc([N+](=O)[O-])cc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,11.3,7.95,F,CHEMBL1148829,agonist,agonist,Agonist activity at human delta opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,531.61,3.57,active,2,531.607,2.5007,-5.202,9,2,116.85,-1.1898,0.28226,1.1213,9,6,2,0.39674,0.69812,0.1904724353,-0.2982846565,-0.4275623869,13,6
CHEMBL2113309,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC/C=C/c4ccccc4)[C@@H](C2)N(C)CC[C@]315,139,6.86,F,CHEMBL1148829,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,486.66,4.44,intermediate,1,486.654,4.0476,-5.074,5,1,42.96,4.3954,0.2849,1.1058,5,7,2,0.42469,0.72312,-0.8259159981,-0.4866091774,0.1224501119,4,2
CHEMBL2113310,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC/C=C/c4ccc(Cl)cc4)[C@@H](C2)N(C)CC[C@]315,149,6.83,F,CHEMBL1148829,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,521.1,5.1,intermediate,1,521.099,4.6536,-5.81,5,1,42.96,4.4427,0.29323,1.1223,6,7,2,0.45473,0.70827,-0.7506034595,-1.059824694,0.02374654765,4,2
CHEMBL2113311,CO[C@@]12CC[C@@]3(C[C@@H]1CNC/C=C/c1ccccc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,26.2,7.58,F,CHEMBL1148829,agonist,agonist,Agonist activity at human delta opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,472.63,4.14,active,2,472.627,3.7719,-4.76,5,2,53.96,4.4052,0.28905,1.1035,5,6,2,0.42798,0.72289,-0.750523125,-0.2138632671,0.008419332022,4,2
CHEMBL2113312,CO[C@@]12CC[C@@]3(C[C@@H]1CNC/C=C/c1ccc(Cl)cc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,5.37,8.27,F,CHEMBL1148829,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,507.07,4.79,highly_active,3,507.072,4.3779,-5.496,5,2,53.96,4.454,0.29736,1.1191,6,6,2,0.40424,0.70553,-0.6752106277,-0.787078432,-0.09028415476,4,2
CHEMBL2113313,CO[C@@]12C=C[C@@]3([C@@H]4CN(C(=O)/C=C/c5ccccc5C)C[C@@H]41)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,1.8,8.74,F,CHEMBL1148829,agonist,agonist,Agonist activity at human delta opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,510.63,3.7,highly_active,3,510.632,3.7273,-4.502,6,1,62.24,5.6896,0.22854,1.1569,6,3,2,0.50925,0.71079,-0.7771951327,-0.0621634194,-0.2220090704,2,2
CHEMBL2113314,CO[C@@]12C=C[C@@]3([C@@H]4CN(C(=O)/C=C/c5ccc(C)cc5)C[C@@H]41)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,3.1,8.51,F,CHEMBL1148829,agonist,agonist,Agonist activity at human mu opioid receptor expressed in CHO cells assessed as stimulation of [35S]GTP-gamma-S binding,1,Scientific Literature,J Med Chem,2007,510.63,3.7,highly_active,3,510.632,3.7273,-4.502,6,1,62.24,5.6896,0.24667,1.1563,6,3,2,0.47974,0.69965,-0.7771951327,-0.0621634194,-0.2220090704,2,2
CHEMBL2151247,CNC(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,92.1,7.04,F,CHEMBL4715781,antagonist,antagonist,Antagonist activity at human MOR transfected in CHO cells co-transfected with Gqi5 assessed as inhibition of DAMGO-induced calcium mobilization incubated for 15 mins prior to DAMGO addition and measured for 90 secs by Fluo-4AM dye based fluorescence analysis,1,Scientific Literature,Bioorg Med Chem,2016,671.79,-0.38,active,2,671.789,-0.5335,-3.068,14,6,187.79,1.5852,0.47409,1.0842,14,17,1,0.31858,0.60714,2.342090932,1.270020678,0.4573309077,6,6
CHEMBL2151734,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N(C)[C@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N(C)CC(N)=O,0.079,10.1,F,CHEMBL2150869,agonist,agonist,Agonist activity at human MOR expressed in HEK293 cell membrane assessed as inhibition of forskolin-induced cAMP accumulation by by liquid scintillation counting,1,Scientific Literature,J Med Chem,2011,511.62,0.4,highly_active,3,511.621,0.0665,-2.477,10,4,159.06,5.9901,0.6461,0.81387,10,11,2,0.45248,0.68726,0.9790747425,1.714892196,0.2395069877,3,3
CHEMBL2158957,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,12,7.92,F,CHEMBL2157899,agonist,agonist,Agonist activity at MOP receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-stimulated cAMP accumulation after 30 mins,1,Scientific Literature,Bioorg Med Chem,2012,1059.3,None,active,2,1059.3,1.8882,-7.257,19,10,325.34,5.0179,0.51599,0.95279,20,27,5,0.47568,0.55564,4.763666631,-2.042100947,0.4185868316,2,2
CHEMBL2158958,CCCCCCCCC(N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(N)=O,45,7.35,F,CHEMBL2157899,agonist,agonist,Agonist activity at MOP receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-stimulated cAMP accumulation after 30 mins,1,Scientific Literature,Bioorg Med Chem,2012,1228.57,None,active,2,1228.57,4.512,-9.292,21,11,354.44,-13.6,0.52651,0.97225,22,36,5,0.39568,0.52931,5.642931884,-3.954391916,1.11573803,2,2
