ID,SMILES,Ki,pKi,Assay Type,Target ChEMBL ID,Target Name,Document ChEMBL ID,Assay Description,Source ID,Source Description,Document Journal,Document Year,Molecular Weight,AlogP,bioactivity,bio_code,CSK count,Murcko count
CHEMBL228848,CCc1ccccc1C(c1ccccc1)N1CCC(O)(c2ccccc2)CC1,9,8.05,B,CHEMBL233,Mu opioid receptor,CHEMBL1144652,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes,1,Scientific Literature,Bioorg Med Chem Lett,2007,371.52,5.32,highly_active,3,64,60
CHEMBL228849,OC1(c2ccccc2)CCN(C(c2ccccc2)c2ccccc2Cl)CC1,609,6.21,B,CHEMBL233,Mu opioid receptor,CHEMBL1144652,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes,1,Scientific Literature,Bioorg Med Chem Lett,2007,377.92,5.41,intermediate,1,64,60
CHEMBL228850,OC1(c2ccccc2)CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,793,6.1,B,CHEMBL233,Mu opioid receptor,CHEMBL1144652,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes,1,Scientific Literature,Bioorg Med Chem Lett,2007,377.92,5.41,intermediate,1,64,60
CHEMBL228856,OC1(c2ccccc2)CCN(C(c2ccccc2)c2ccc(Br)cc2)CC1,2449,5.61,B,CHEMBL233,Mu opioid receptor,CHEMBL1144652,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes,1,Scientific Literature,Bioorg Med Chem Lett,2007,422.37,5.52,inactive,0,64,60
CHEMBL228857,COc1ccccc1C(c1ccccc1)N1CCC(O)(c2ccccc2)CC1,28,7.55,B,CHEMBL233,Mu opioid receptor,CHEMBL1144652,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes,1,Scientific Literature,Bioorg Med Chem Lett,2007,373.5,4.77,active,2,64,60
CHEMBL228858,OCc1ccccc1C(c1ccccc1)N1CCC(O)(c2ccccc2)CC1,120,6.92,B,CHEMBL233,Mu opioid receptor,CHEMBL1144652,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes,1,Scientific Literature,Bioorg Med Chem Lett,2007,373.5,4.25,intermediate,1,64,60
CHEMBL228911,OC1(c2ccccc2)CCN(C(c2ccccc2Cl)c2ccccc2Cl)CC1,256,6.59,B,CHEMBL233,Mu opioid receptor,CHEMBL1144652,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes,1,Scientific Literature,Bioorg Med Chem Lett,2007,412.36,6.07,intermediate,1,64,60
CHEMBL228912,OC1(c2ccccc2)CCN(C(c2ccccc2F)c2ccccc2F)CC1,148,6.83,B,CHEMBL233,Mu opioid receptor,CHEMBL1144652,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes,1,Scientific Literature,Bioorg Med Chem Lett,2007,379.45,5.04,intermediate,1,64,60
CHEMBL228913,OC1(c2ccccc2)CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,183,6.74,B,CHEMBL233,Mu opioid receptor,CHEMBL1144652,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes,1,Scientific Literature,Bioorg Med Chem Lett,2007,379.45,5.04,intermediate,1,64,60
CHEMBL228964,COc1ccccc1C(c1ccccc1OC)N1CCC(O)(c2ccccc2)CC1,843,6.07,B,CHEMBL233,Mu opioid receptor,CHEMBL1144652,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes,1,Scientific Literature,Bioorg Med Chem Lett,2007,403.52,4.78,intermediate,1,64,60
CHEMBL228965,COC1(c2ccccc2)CCN(C(c2ccccc2)c2ccccc2)CC1,412,6.38,B,CHEMBL233,Mu opioid receptor,CHEMBL1144652,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes,1,Scientific Literature,Bioorg Med Chem Lett,2007,357.5,5.41,intermediate,1,64,60
CHEMBL229016,CCOC1(c2ccccc2)CCN(C(c2ccccc2)c2ccccc2)CC1,377,6.42,B,CHEMBL233,Mu opioid receptor,CHEMBL1144652,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes,1,Scientific Literature,Bioorg Med Chem Lett,2007,371.52,5.8,intermediate,1,64,60
CHEMBL229017,CCCOC1(c2ccccc2)CCN(C(c2ccccc2)c2ccccc2)CC1,1649,5.78,B,CHEMBL233,Mu opioid receptor,CHEMBL1144652,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes,1,Scientific Literature,Bioorg Med Chem Lett,2007,385.55,6.19,inactive,0,64,60
CHEMBL230145,CCCC(c1ccccc1)N1CCC(O)(c2ccccc2)CC1,341,6.47,B,CHEMBL233,Mu opioid receptor,CHEMBL1144652,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes,1,Scientific Literature,Bioorg Med Chem Lett,2007,309.45,4.51,intermediate,1,29,24
CHEMBL230249,CC(c1ccccc1)N1CCC(O)(c2ccccc2)CC1,6265,5.2,B,CHEMBL233,Mu opioid receptor,CHEMBL1144652,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes,1,Scientific Literature,Bioorg Med Chem Lett,2007,281.4,3.73,inactive,0,29,24
CHEMBL230253,CCCCCC(c1ccccc1)N1CCC(O)(c2ccccc2)CC1,37,7.43,B,CHEMBL233,Mu opioid receptor,CHEMBL1144652,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes,1,Scientific Literature,Bioorg Med Chem Lett,2007,337.51,5.29,active,2,29,24
CHEMBL2311157,CCC(=O)N(c1ccccc1)C1(C(=O)O[11CH3])CCN(CCc2ccccc2)CC1,0.07,10.15,B,CHEMBL233,Mu opioid receptor,CHEMBL1141194,Displacement of [3H]DAMGO from recombinant human mu opioid receptor,1,Scientific Literature,J Med Chem,2005,393.52,3.68,highly_active,3,15,13
CHEMBL231607,CCCCCCC(c1ccccc1)N1CCC(O)(c2ccccc2)CC1,144,6.84,B,CHEMBL233,Mu opioid receptor,CHEMBL1144652,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membranes,1,Scientific Literature,Bioorg Med Chem Lett,2007,351.53,5.68,intermediate,1,29,24
CHEMBL231661,OC1(Cc2ccccc2)CCN(C(c2ccccc2)c2ccccc2)CC1,10390,4.98,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,357.5,4.85,inactive,0,17,1
CHEMBL231866,CNC(=O)NCc1ccccc1C1(O)CCN(C(c2ccccc2Cl)c2ccccc2Cl)CC1,198,6.7,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,498.45,5.5,intermediate,1,64,60
CHEMBL232066,OC1(c2ccc(F)cc2)CCN(C(c2ccccc2)c2ccccc2)CC1,771,6.11,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,361.46,4.9,intermediate,1,64,60
CHEMBL232067,OC1(c2ccc(Br)cc2)CCN(C(c2ccccc2)c2ccccc2)CC1,1057,5.98,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,422.37,5.52,inactive,0,64,60
CHEMBL232074,CCNC(=O)NCc1ccccc1C1(O)CCN(C(c2ccccc2Cl)c2ccccc2Cl)CC1,304,6.52,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,512.48,5.89,intermediate,1,64,60
CHEMBL232273,Cc1ccccc1C1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,74,7.13,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,357.5,5.07,active,2,64,60
CHEMBL232476,OC1(c2ccccc2F)CCN(C(c2ccccc2)c2ccccc2)CC1,589,6.23,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,361.46,4.9,intermediate,1,64,60
CHEMBL232477,CNCc1ccccc1C1(O)CCN(C(c2ccccc2Cl)c2ccccc2Cl)CC1,167,6.78,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,455.43,5.79,intermediate,1,64,60
CHEMBL232478,CCCS(=O)(=O)NCc1ccccc1C1(O)CCN(C(c2ccccc2Cl)c2ccccc2Cl)CC1,271,6.57,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,547.55,5.9,intermediate,1,64,60
CHEMBL233326,CCCCC(c1ccccc1)N1CCC(O)(c2ccccc2CN)CC1,2,8.7,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,352.52,4.36,highly_active,3,29,24
CHEMBL233327,Cc1ccccc1C(c1ccccc1)N1CCC(O)(c2ccccc2CN)CC1,28,7.55,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,386.54,4.53,active,2,64,60
CHEMBL233493,COc1ccccc1C1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,983,6.01,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,373.5,4.77,intermediate,1,64,60
CHEMBL233494,COc1cccc(C2(O)CCN(C(c3ccccc3)c3ccccc3)CC2)c1,2988,5.53,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,373.5,4.77,inactive,0,64,60
CHEMBL233501,N#Cc1ccc(C2(O)CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,8382,5.08,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,368.48,4.63,inactive,0,64,60
CHEMBL233502,OCc1ccccc1C1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,186,6.73,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,373.5,4.25,intermediate,1,64,60
CHEMBL233503,NCc1ccccc1C1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,125,6.9,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,372.51,4.22,intermediate,1,64,60
CHEMBL233536,NCc1ccccc1C1(O)CCN(C(c2ccccc2)c2ccccc2Br)CC1,72,7.14,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,451.41,4.98,active,2,64,60
CHEMBL233748,Cc1ccc(C(c2ccc(C)cc2)N2CCC(O)(c3ccccc3CN)CC2)cc1,502,6.3,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,400.57,4.84,intermediate,1,64,60
CHEMBL233749,NCc1ccccc1C1(O)CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1,3085,5.51,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,441.4,5.53,inactive,0,64,60
CHEMBL233750,NCc1ccccc1C1(O)CCN(C(c2ccccc2Cl)c2ccccc2Cl)CC1,249,6.6,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,441.4,5.53,intermediate,1,64,60
CHEMBL233955,NCc1ccccc1C1(O)CCN(C(c2ccccc2F)c2ccccc2F)CC1,37,7.43,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,408.49,4.5,active,2,64,60
CHEMBL233956,NCc1ccccc1C1(O)CCN(C(c2ccccc2Br)c2ccccc2Br)CC1,616,6.21,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,530.3,5.74,intermediate,1,64,60
CHEMBL234543,CCc1ccc(C2(O)CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,3433,5.46,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,371.52,5.32,inactive,0,64,60
CHEMBL2347235,C[C@H]1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccncc5)cc4)cc3[C@@]1(C)CCN2CC1CC1,0.065,10.19,B,CHEMBL233,Mu opioid receptor,CHEMBL2346652,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cell membrane after 60 mins by liquid scintillation counting,1,Scientific Literature,Bioorg Med Chem Lett,2013,479.67,5.66,highly_active,3,27,1
CHEMBL2347236,C[C@H]1C2Cc3ccc(C(=O)NCCc4ccc(-c5cccnc5)cc4)cc3[C@@]1(C)CCN2CC1CC1,0.064,10.19,B,CHEMBL233,Mu opioid receptor,CHEMBL2346652,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cell membrane after 60 mins by liquid scintillation counting,1,Scientific Literature,Bioorg Med Chem Lett,2013,479.67,5.66,highly_active,3,27,1
CHEMBL2347237,C[C@H]1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccccn5)cc4)cc3[C@@]1(C)CCN2CC1CC1,0.33,9.48,B,CHEMBL233,Mu opioid receptor,CHEMBL2346652,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cell membrane after 60 mins by liquid scintillation counting,1,Scientific Literature,Bioorg Med Chem Lett,2013,479.67,5.66,highly_active,3,27,1
CHEMBL2347238,C[C@H]1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccccc5)nc4)cc3[C@@]1(C)CCN2CC1CC1,0.61,9.21,B,CHEMBL233,Mu opioid receptor,CHEMBL2346652,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cell membrane after 60 mins by liquid scintillation counting,1,Scientific Literature,Bioorg Med Chem Lett,2013,479.67,5.66,highly_active,3,27,1
CHEMBL2347239,C[C@H]1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccccc5)cn4)cc3[C@@]1(C)CCN2CC1CC1,0.82,9.09,B,CHEMBL233,Mu opioid receptor,CHEMBL2346652,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cell membrane after 60 mins by liquid scintillation counting,1,Scientific Literature,Bioorg Med Chem Lett,2013,479.67,5.66,highly_active,3,27,1
CHEMBL235239,CO[C@]12CC(O)[C@@]3(C[C@@H]1[C@@H](C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,4.3,8.37,B,CHEMBL233,Mu opioid receptor,CHEMBL1149641,Displacement of [3H]DAMGO from cloned mu opioid receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,387.48,1.19,highly_active,3,13,6
CHEMBL235560,NC(=O)c1cccc(Oc2ccc(CCNCc3ccccc3)cc2)n1,643.47,6.19,B,CHEMBL233,Mu opioid receptor,CHEMBL1149707,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells in presence of high sodium by SPA,1,Scientific Literature,Bioorg Med Chem Lett,2007,347.42,3.31,intermediate,1,14,3
CHEMBL236376,NC(=O)c1ccc(Oc2ccc(CNCCc3ccccc3)cc2)cn1,1.77,8.75,B,CHEMBL233,Mu opioid receptor,CHEMBL1149707,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells in presence of high sodium by SPA,1,Scientific Literature,Bioorg Med Chem Lett,2007,347.42,3.31,highly_active,3,14,1
CHEMBL236393,N#Cc1ccc(Oc2ccc(CCNCc3ccccc3)cc2)nc1,1076.86,5.97,B,CHEMBL233,Mu opioid receptor,CHEMBL1149707,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells in presence of high sodium by SPA,1,Scientific Literature,Bioorg Med Chem Lett,2007,329.4,4.08,inactive,0,14,3
CHEMBL2364605,CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3cc(F)ccc3[nH]c12,0.7,9.15,B,CHEMBL233,Mu opioid receptor,CHEMBL4428025,"Displacement of [N-allyl-2,3-3H]naloxone from recombinant human mu opioid receptor expressed in CHOK1 cell membranes after 90 mins by scintillation counting method",1,Scientific Literature,J Med Chem,2016,378.49,5.11,highly_active,3,39,8
CHEMBL2364732,[11CH3]n1c2c(c3ccccc31)C[C@@]1(O)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5,39.2,7.41,B,CHEMBL233,Mu opioid receptor,CHEMBL1144030,Binding affinity to mu opioid receptor,1,Scientific Literature,J Med Chem,2008,427.53,3.58,active,2,29,10
CHEMBL237066,NC(=O)c1ccc(Oc2ccc(CCNCc3ccccc3)cc2)nc1,7.44,8.13,B,CHEMBL233,Mu opioid receptor,CHEMBL1149707,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells in presence of high sodium by SPA,1,Scientific Literature,Bioorg Med Chem Lett,2007,347.42,3.31,highly_active,3,14,3
CHEMBL2372052,C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)C(C)(C)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)CNC(=O)[C@H](CN)NC(=O)[C@@H](N)Cc1ccccc1)[C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(N)=O,354.81,6.45,B,CHEMBL233,Mu opioid receptor,CHEMBL1148695,Displacement of [3H]diprenorphine from human recombinant mu opioid receptor expressed in in CHO cells,1,Scientific Literature,Bioorg Med Chem,2007,1969.27,None,intermediate,1,26,26
CHEMBL238017,CO[C@]12C(O)C[C@@]3(C[C@@H]1[C@H](C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,13,7.89,B,CHEMBL233,Mu opioid receptor,CHEMBL1149641,Displacement of [3H]DAMGO from cloned mu opioid receptor expressed in CHO cell membrane,1,Scientific Literature,Bioorg Med Chem Lett,2007,387.48,1.19,active,2,13,6
CHEMBL2381589,COC(=O)CCCC(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@H](c4ccoc4)C[C@]3(C)[C@H]2C1=O,5012,5.3,B,CHEMBL233,Mu opioid receptor,CHEMBL2380279,Displacement of [3H]DAMGO from mu opioid receptor (unknown origin),1,Scientific Literature,Bioorg Med Chem Lett,2013,518.56,3.32,inactive,0,31,26
CHEMBL2381591,COC(=O)[C@@H]1C[C@H](OC(=O)CCCC(=O)O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,4570,5.34,B,CHEMBL233,Mu opioid receptor,CHEMBL2380279,Displacement of [3H]DAMGO from mu opioid receptor (unknown origin),1,Scientific Literature,Bioorg Med Chem Lett,2013,504.53,3.24,inactive,0,31,26
CHEMBL2381593,COC(=O)/C=C/C(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@H](c4ccoc4)C[C@]3(C)[C@H]2C1=O,711,6.15,B,CHEMBL233,Mu opioid receptor,CHEMBL2380279,Displacement of [3H]DAMGO from mu opioid receptor (unknown origin),1,Scientific Literature,Bioorg Med Chem Lett,2013,502.52,2.71,intermediate,1,31,26
CHEMBL2381594,CCOC(=O)/C=C/C(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@H](c4ccoc4)C[C@]3(C)[C@H]2C1=O,724,6.14,B,CHEMBL233,Mu opioid receptor,CHEMBL2380279,Displacement of [3H]DAMGO from mu opioid receptor (unknown origin),1,Scientific Literature,Bioorg Med Chem Lett,2013,516.54,3.1,intermediate,1,31,26
CHEMBL238280,N=C(N)c1ccc(Oc2ccc(CNCCc3ccccc3)cc2)nc1,20.55,7.69,B,CHEMBL233,Mu opioid receptor,CHEMBL1149707,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells in presence of high sodium by SPA,1,Scientific Literature,Bioorg Med Chem Lett,2007,346.43,3.49,active,2,14,6
CHEMBL238282,CNC(=N)c1ccc(Oc2ccc(CNCCc3ccccc3)cc2)nc1,234.53,6.63,B,CHEMBL233,Mu opioid receptor,CHEMBL1149707,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells in presence of high sodium by SPA,1,Scientific Literature,Bioorg Med Chem Lett,2007,360.46,3.75,intermediate,1,14,6
CHEMBL238283,CCNC(=O)c1ccc(Oc2ccc(CNCCc3ccccc3)cc2)nc1,57.15,7.24,B,CHEMBL233,Mu opioid receptor,CHEMBL1149707,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells in presence of high sodium by SPA,1,Scientific Literature,Bioorg Med Chem Lett,2007,375.47,3.96,active,2,14,6
CHEMBL238305,CC(C)NC(=O)c1ccc(Oc2ccc(CNCCc3ccccc3)cc2)nc1,52.27,7.28,B,CHEMBL233,Mu opioid receptor,CHEMBL1149707,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells in presence of high sodium by SPA,1,Scientific Literature,Bioorg Med Chem Lett,2007,389.5,4.34,active,2,14,6
CHEMBL238316,NC(=O)c1ccc(Oc2ccc(CNCc3ccccc3)cc2)nc1,2.43,8.61,B,CHEMBL233,Mu opioid receptor,CHEMBL1921714,Displacement of [3H]diprenorphine from human opioid mu receptor expressed in CHO cells after 120 mins by scintillation counting,1,Scientific Literature,J Med Chem,2011,333.39,3.26,highly_active,3,17,1
CHEMBL238317,NC(=O)c1ccc(Oc2ccc(CNCCc3ccccc3)cc2)cc1,0.29,9.54,B,CHEMBL233,Mu opioid receptor,CHEMBL1149707,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells in presence of high sodium by SPA,1,Scientific Literature,Bioorg Med Chem Lett,2007,346.43,3.91,highly_active,3,14,1
CHEMBL238361,NC(=O)c1ccc(Oc2ccc(CNCCc3ccccc3)cc2)nc1,0.17,9.77,B,CHEMBL233,Mu opioid receptor,CHEMBL1149707,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells in presence of high sodium by SPA,1,Scientific Literature,Bioorg Med Chem Lett,2007,347.42,3.31,highly_active,3,14,6
CHEMBL238602,C=CCNC(=O)Cn1c(=O)n(C2CCN(CCC(Oc3cc(OC)ccc3C)C(C)C)CC2)c2ccccc21,199,6.7,B,CHEMBL233,Mu opioid receptor,CHEMBL1139059,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem,2007,534.7,4.55,intermediate,1,29,29
CHEMBL238637,COC(=O)Cn1c(=O)n(C2CCN(CCC(Oc3cc(OC)ccc3C)C(C)C)CC2)c2ccccc21,271,6.57,B,CHEMBL233,Mu opioid receptor,CHEMBL1139059,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem,2007,509.65,4.42,intermediate,1,29,29
CHEMBL2387187,CC(C)C1CCC(N2CCC(N3C(=O)Cc4ccccc43)CC2)CC1,8,8.1,B,CHEMBL233,Mu opioid receptor,CHEMBL2385080,Displacement of [3H]DAMGO from human mu opioid receptor transfected in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2013,340.51,4.25,highly_active,3,17,7
CHEMBL2387188,CCC[C@H]1CC[C@@H](N2CCC(N3C(=O)Cc4ccccc43)CC2)CC1,5.39,8.27,B,CHEMBL233,Mu opioid receptor,CHEMBL2385080,Displacement of [3H]DAMGO from human mu opioid receptor transfected in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2013,340.51,4.4,highly_active,3,17,7
CHEMBL2387189,CCC(C)(C)[C@H]1CC[C@@H](N2CCC(N3C(=O)Cc4ccccc43)CC2)CC1,16.13,7.79,B,CHEMBL233,Mu opioid receptor,CHEMBL2385080,Displacement of [3H]DAMGO from human mu opioid receptor transfected in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2013,368.57,5.04,active,2,17,7
CHEMBL2387194,CC1C(=O)N(C2CCN([C@H]3CC[C@@H](C(C)C)CC3)CC2)c2ccccc21,3.62,8.44,B,CHEMBL233,Mu opioid receptor,CHEMBL2385080,Displacement of [3H]DAMGO from human mu opioid receptor transfected in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2013,354.54,4.82,highly_active,3,17,7
CHEMBL2387195,CC1C(=O)N(C2CCN(C3CCCCCCC3)CC2)c2ccccc21,10.49,7.98,B,CHEMBL233,Mu opioid receptor,CHEMBL2385080,Displacement of [3H]DAMGO from human mu opioid receptor transfected in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2013,340.51,4.71,active,2,12,3
CHEMBL2387196,CCC1C(=O)N(C2CCN([C@H]3CC[C@@H](C(C)C)CC3)CC2)c2ccccc21,1.07,8.97,B,CHEMBL233,Mu opioid receptor,CHEMBL2385080,Displacement of [3H]DAMGO from human mu opioid receptor transfected in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2013,368.57,5.21,highly_active,3,17,7
CHEMBL2387197,CCC1C(=O)N(C2CCN(C3CCCCCCC3)CC2)c2ccccc21,16.26,7.79,B,CHEMBL233,Mu opioid receptor,CHEMBL2385080,Displacement of [3H]DAMGO from human mu opioid receptor transfected in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2013,354.54,5.1,active,2,12,3
CHEMBL2387199,O=C1CCc2ccccc2N1C1CCN(C2CCCCCCC2)CC1,46.97,7.33,B,CHEMBL233,Mu opioid receptor,CHEMBL2385080,Displacement of [3H]DAMGO from human mu opioid receptor transfected in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2013,340.51,4.54,active,2,38,2
