,ID,SMILES,Ki,pKi,Assay Type,Target ChEMBL ID,Target Name,Document ChEMBL ID,Assay Description,Document Journal,Document Year,Molecular Weight,AlogP,bioactivity,bio_code
835,CHEMBL2334775,C=C(C(N)=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCN(C(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)C1)c1ccco1,0.0128,10.89,B,CHEMBL233,Mu opioid receptor,CHEMBL2331515,Displacement of [3H]DAMGO from FLAG-tagged mu-type opioid receptor (unknown origin) expressed in HEK293 cells after 60 mins by liquid scintillation counting analysis,J Med Chem,2013,640.74,2.43,highly_active,3
836,CHEMBL233493,COc1ccccc1C1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,983,6.01,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,Bioorg Med Chem Lett,2007,373.5,4.77,intermediate,1
837,CHEMBL233494,COc1cccc(C2(O)CCN(C(c3ccccc3)c3ccccc3)CC2)c1,2988,5.53,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,Bioorg Med Chem Lett,2007,373.5,4.77,inactive,0
838,CHEMBL233501,N#Cc1ccc(C2(O)CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,8382,5.08,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,Bioorg Med Chem Lett,2007,368.48,4.63,inactive,0
839,CHEMBL233502,OCc1ccccc1C1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,186,6.73,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,Bioorg Med Chem Lett,2007,373.5,4.25,intermediate,1
840,CHEMBL233503,NCc1ccccc1C1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,125,6.9,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,Bioorg Med Chem Lett,2007,372.51,4.22,intermediate,1
841,CHEMBL233535,NCc1ccccc1C1(O)CCN(CC2CCCCCC2)CC1,452,6.34,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,Bioorg Med Chem Lett,2007,316.49,3.4,intermediate,1
842,CHEMBL233536,NCc1ccccc1C1(O)CCN(C(c2ccccc2)c2ccccc2Br)CC1,72,7.14,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,Bioorg Med Chem Lett,2007,451.41,4.98,active,2
843,CHEMBL233721,CC(C)C1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,13230,4.88,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,Bioorg Med Chem Lett,2007,309.45,4.26,inactive,0
844,CHEMBL233748,Cc1ccc(C(c2ccc(C)cc2)N2CCC(O)(c3ccccc3CN)CC2)cc1,502,6.3,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,Bioorg Med Chem Lett,2007,400.57,4.84,intermediate,1
845,CHEMBL233749,NCc1ccccc1C1(O)CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1,3085,5.51,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,Bioorg Med Chem Lett,2007,441.4,5.53,inactive,0
846,CHEMBL233750,NCc1ccccc1C1(O)CCN(C(c2ccccc2Cl)c2ccccc2Cl)CC1,249,6.6,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,Bioorg Med Chem Lett,2007,441.4,5.53,intermediate,1
847,CHEMBL233955,NCc1ccccc1C1(O)CCN(C(c2ccccc2F)c2ccccc2F)CC1,37,7.43,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,Bioorg Med Chem Lett,2007,408.49,4.5,active,2
848,CHEMBL233956,NCc1ccccc1C1(O)CCN(C(c2ccccc2Br)c2ccccc2Br)CC1,616,6.21,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,Bioorg Med Chem Lett,2007,530.3,5.74,intermediate,1
849,CHEMBL233957,CC1(C)CCC(N2CCC(O)(c3ccccc3CN)CC2)c2ccccc21,181,6.74,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,Bioorg Med Chem Lett,2007,364.53,4.24,intermediate,1
850,CHEMBL234543,CCc1ccc(C2(O)CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,3433,5.46,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,Bioorg Med Chem Lett,2007,371.52,5.32,inactive,0
851,CHEMBL2347235,C[C@H]1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccncc5)cc4)cc3[C@@]1(C)CCN2CC1CC1,0.065,10.19,B,CHEMBL233,Mu opioid receptor,CHEMBL2346652,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cell membrane after 60 mins by liquid scintillation counting,Bioorg Med Chem Lett,2013,479.67,5.66,highly_active,3
852,CHEMBL2347236,C[C@H]1C2Cc3ccc(C(=O)NCCc4ccc(-c5cccnc5)cc4)cc3[C@@]1(C)CCN2CC1CC1,0.064,10.19,B,CHEMBL233,Mu opioid receptor,CHEMBL2346652,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cell membrane after 60 mins by liquid scintillation counting,Bioorg Med Chem Lett,2013,479.67,5.66,highly_active,3
853,CHEMBL2347237,C[C@H]1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccccn5)cc4)cc3[C@@]1(C)CCN2CC1CC1,0.33,9.48,B,CHEMBL233,Mu opioid receptor,CHEMBL2346652,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cell membrane after 60 mins by liquid scintillation counting,Bioorg Med Chem Lett,2013,479.67,5.66,highly_active,3
854,CHEMBL2347238,C[C@H]1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccccc5)nc4)cc3[C@@]1(C)CCN2CC1CC1,0.61,9.21,B,CHEMBL233,Mu opioid receptor,CHEMBL2346652,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cell membrane after 60 mins by liquid scintillation counting,Bioorg Med Chem Lett,2013,479.67,5.66,highly_active,3
855,CHEMBL2347239,C[C@H]1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccccc5)cn4)cc3[C@@]1(C)CCN2CC1CC1,0.82,9.09,B,CHEMBL233,Mu opioid receptor,CHEMBL2346652,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cell membrane after 60 mins by liquid scintillation counting,Bioorg Med Chem Lett,2013,479.67,5.66,highly_active,3
856,CHEMBL234771,CC(C)(C)C1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,3599,5.44,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,Bioorg Med Chem Lett,2007,323.48,4.65,inactive,0
857,CHEMBL234773,CCCCCCC1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,8899,5.05,B,CHEMBL233,Mu opioid receptor,CHEMBL1147989,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHO cell membrane,Bioorg Med Chem Lett,2007,351.53,5.57,inactive,0
858,CHEMBL235154,NC(=O)c1ccc(Oc2ccc3c(c2)CN(CCc2ccccc2)C3)nc1,658.8,6.18,B,CHEMBL233,Mu opioid receptor,CHEMBL1138307,Displacement of [3H]diprenorphine from cloned human mu opioid receptor expressed in CHO cells,Bioorg Med Chem Lett,2007,359.43,3.53,intermediate,1
859,CHEMBL235155,NC(=O)c1ccc(Oc2ccc3c(c2)CCN(Cc2ccccc2)C3)nc1,179,6.75,B,CHEMBL233,Mu opioid receptor,CHEMBL1138307,Displacement of [3H]diprenorphine from cloned human mu opioid receptor expressed in CHO cells,Bioorg Med Chem Lett,2007,359.43,3.53,intermediate,1
860,CHEMBL235239,CO[C@]12CC(O)[C@@]3(C[C@@H]1[C@@H](C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,4.3,8.37,B,CHEMBL233,Mu opioid receptor,CHEMBL1149641,Displacement of [3H]DAMGO from cloned mu opioid receptor expressed in CHO cell membrane,Bioorg Med Chem Lett,2007,387.48,1.19,highly_active,3
861,CHEMBL235560,NC(=O)c1cccc(Oc2ccc(CCNCc3ccccc3)cc2)n1,643.47,6.19,B,CHEMBL233,Mu opioid receptor,CHEMBL1149707,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells in presence of high sodium by SPA,Bioorg Med Chem Lett,2007,347.42,3.31,intermediate,1
862,CHEMBL236253,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)NCCc1nc(C)c(C)[nH]c1=O,76.5,7.12,B,CHEMBL233,Mu opioid receptor,CHEMBL1137484,Displacement of [3H]DAMGO from human mu opioid receptor,Bioorg Med Chem Lett,2007,358.44,0.94,active,2
863,CHEMBL236376,NC(=O)c1ccc(Oc2ccc(CNCCc3ccccc3)cc2)cn1,1.77,8.75,B,CHEMBL233,Mu opioid receptor,CHEMBL1149707,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells in presence of high sodium by SPA,Bioorg Med Chem Lett,2007,347.42,3.31,highly_active,3
864,CHEMBL236393,N#Cc1ccc(Oc2ccc(CCNCc3ccccc3)cc2)nc1,1076.86,5.97,B,CHEMBL233,Mu opioid receptor,CHEMBL1149707,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells in presence of high sodium by SPA,Bioorg Med Chem Lett,2007,329.4,4.08,inactive,0
865,CHEMBL236460,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)NCc1nc(C)c(C)[nH]c1=O,129.1,6.89,B,CHEMBL233,Mu opioid receptor,CHEMBL1137484,Displacement of [3H]DAMGO from human mu opioid receptor,Bioorg Med Chem Lett,2007,344.42,0.9,intermediate,1
866,CHEMBL2364605,CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3cc(F)ccc3[nH]c12,0.7,9.15,B,CHEMBL233,Mu opioid receptor,CHEMBL4428025,"Displacement of [N-allyl-2,3-3H]naloxone from recombinant human mu opioid receptor expressed in CHOK1 cell membranes after 90 mins by scintillation counting method",J Med Chem,2016,378.49,5.11,highly_active,3
867,CHEMBL236461,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)NCCCc1nc(C)c(Cc2ccccc2)[nH]c1=O,1,9,B,CHEMBL233,Mu opioid receptor,CHEMBL1137484,Displacement of [3H]DAMGO from human mu opioid receptor,Bioorg Med Chem Lett,2007,448.57,2.61,highly_active,3
868,CHEMBL236462,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)NCCCc1nc(C)c(CCc2ccccc2)[nH]c1=O,0.55,9.26,B,CHEMBL233,Mu opioid receptor,CHEMBL1137484,Displacement of [3H]DAMGO from human mu opioid receptor,Bioorg Med Chem Lett,2007,462.59,2.8,highly_active,3
869,CHEMBL2364732,[11CH3]n1c2c(c3ccccc31)C[C@@]1(O)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5,39.2,7.41,B,CHEMBL233,Mu opioid receptor,CHEMBL1144030,Binding affinity to mu opioid receptor,J Med Chem,2008,427.53,3.58,active,2
870,CHEMBL236662,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)NCCCCc1nc(C)c(CCc2ccccc2)[nH]c1=O,0.125,9.9,B,CHEMBL233,Mu opioid receptor,CHEMBL1137484,Displacement of [3H]DAMGO from human mu opioid receptor,Bioorg Med Chem Lett,2007,476.62,3.19,highly_active,3
871,CHEMBL236663,Cc1cccc(C)c1Cc1[nH]c(=O)c(CCCCNC(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)nc1C,0.66,9.18,B,CHEMBL233,Mu opioid receptor,CHEMBL1137484,Displacement of [3H]DAMGO from human mu opioid receptor,Bioorg Med Chem Lett,2007,490.65,3.62,highly_active,3
872,CHEMBL236868,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)NCCCCc1[nH]c(=O)cnc1C,56.9,7.25,B,CHEMBL233,Mu opioid receptor,CHEMBL1137484,Displacement of [3H]DAMGO from human mu opioid receptor,Bioorg Med Chem Lett,2007,372.47,1.41,active,2
873,CHEMBL2369365,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(N)=O,2340,5.63,B,CHEMBL233,Mu opioid receptor,CHEMBL1144926,In vitro binding affinity to human Opioid receptor mu 1 on CHO cell membranes using [3H]diprenorphine displacement.,J Med Chem,2003,1332.63,None,inactive,0
874,CHEMBL2369366,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(N)=O,1660,5.78,B,CHEMBL233,Mu opioid receptor,CHEMBL1144926,In vitro binding affinity to human Opioid receptor mu 1 on CHO cell membranes using [3H]diprenorphine displacement.,J Med Chem,2003,1460.8,None,inactive,0
875,CHEMBL2369370,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O,3100,5.51,B,CHEMBL233,Mu opioid receptor,CHEMBL1144926,In vitro binding affinity to human Opioid receptor mu 1 on CHO cell membranes using [3H]diprenorphine displacement.,J Med Chem,2003,1063.28,None,inactive,0
876,CHEMBL2369389,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(N)=O,6200,5.21,B,CHEMBL233,Mu opioid receptor,CHEMBL1144926,In vitro binding affinity to human Opioid receptor mu 1 on CHO cell membranes using [3H]diprenorphine displacement.,J Med Chem,2003,1273.56,None,inactive,0
877,CHEMBL2369390,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O,6030,5.22,B,CHEMBL233,Mu opioid receptor,CHEMBL1144926,In vitro binding affinity to human Opioid receptor mu 1 on CHO cell membranes using [3H]diprenorphine displacement.,J Med Chem,2003,1176.44,None,inactive,0
878,CHEMBL2369391,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O,12600,4.9,B,CHEMBL233,Mu opioid receptor,CHEMBL1144926,In vitro binding affinity to human Opioid receptor mu 1 on CHO cell membranes using [3H]diprenorphine displacement.,J Med Chem,2003,907.09,-2.81,inactive,0
879,CHEMBL2369393,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCCN)C(=O)O,15100,4.82,B,CHEMBL233,Mu opioid receptor,CHEMBL1144926,In vitro binding affinity to human Opioid receptor mu 1 on CHO cell membranes using [3H]diprenorphine displacement.,J Med Chem,2003,1402.72,None,inactive,0
880,CHEMBL2369394,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O,19500,4.71,B,CHEMBL233,Mu opioid receptor,CHEMBL1144926,In vitro binding affinity to human Opioid receptor mu 1 on CHO cell membranes using [3H]diprenorphine displacement.,J Med Chem,2003,750.9,-1.35,inactive,0
881,CHEMBL2369395,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,16200,4.79,B,CHEMBL233,Mu opioid receptor,CHEMBL1144926,In vitro binding affinity to human Opioid receptor mu 1 on CHO cell membranes using [3H]diprenorphine displacement.,J Med Chem,2003,1020.25,None,inactive,0
882,CHEMBL2369407,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,15500,4.81,B,CHEMBL233,Mu opioid receptor,CHEMBL1144926,In vitro binding affinity to human Opioid receptor mu 1 on CHO cell membranes using [3H]diprenorphine displacement.,J Med Chem,2003,594.71,0.11,inactive,0
883,CHEMBL2369408,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCCN)C(N)=O,2750,5.56,B,CHEMBL233,Mu opioid receptor,CHEMBL1144926,In vitro binding affinity to human Opioid receptor mu 1 on CHO cell membranes using [3H]diprenorphine displacement.,J Med Chem,2003,1444.76,None,inactive,0
884,CHEMBL237066,NC(=O)c1ccc(Oc2ccc(CCNCc3ccccc3)cc2)nc1,7.44,8.13,B,CHEMBL233,Mu opioid receptor,CHEMBL1149707,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells in presence of high sodium by SPA,Bioorg Med Chem Lett,2007,347.42,3.31,highly_active,3
885,CHEMBL237071,NC(=O)c1ccc(Oc2ccc3c(c2)CCN(CCCc2ccccc2)C3)nc1,185,6.73,B,CHEMBL233,Mu opioid receptor,CHEMBL1138307,Displacement of [3H]diprenorphine from cloned human mu opioid receptor expressed in CHO cells,Bioorg Med Chem Lett,2007,387.48,3.96,intermediate,1
886,CHEMBL237073,NC(=O)c1ccc(Oc2ccc3c(c2)CCCN(CCc2ccccc2)C3)nc1,10.09,8,B,CHEMBL233,Mu opioid receptor,CHEMBL1138307,Displacement of [3H]diprenorphine from cloned human mu opioid receptor expressed in CHO cells,Bioorg Med Chem Lett,2007,387.48,3.96,highly_active,3
887,CHEMBL237074,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)NCCCCc1[nH]c(=O)c(C)nc1C,15.4,7.81,B,CHEMBL233,Mu opioid receptor,CHEMBL1137484,Displacement of [3H]DAMGO from human mu opioid receptor,Bioorg Med Chem Lett,2007,386.5,1.72,active,2
888,CHEMBL2370979,NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1,3280,5.48,B,CHEMBL233,Mu opioid receptor,CHEMBL1133571,Affinity towards human Opioid receptor mu 1 on CHO cell membranes using [3H]DAMGO displacement.,J Med Chem,2000,748.84,1.12,inactive,0
889,CHEMBL2370980,NC(=O)C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,3200,5.5,B,CHEMBL233,Mu opioid receptor,CHEMBL1133571,Affinity towards human Opioid receptor mu 1 on CHO cell membranes using [3H]DAMGO displacement.,J Med Chem,2000,748.84,1.12,inactive,0
890,CHEMBL2370989,NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1,1950,5.71,B,CHEMBL233,Mu opioid receptor,CHEMBL1133571,Affinity towards human Opioid receptor mu 1 on CHO cell membranes using [3H]DAMGO displacement.,J Med Chem,2000,762.86,1.51,inactive,0
891,CHEMBL2370996,NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1,4500,5.35,B,CHEMBL233,Mu opioid receptor,CHEMBL1133571,Affinity towards human Opioid receptor mu 1 on CHO cell membranes using [3H]DAMGO displacement.,J Med Chem,2000,615.69,0.78,inactive,0
892,CHEMBL2371034,CC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1[C@H](C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@@H](Cc2ccc(Cl)cc2)C(N)=O)CC[C@@H]1C(C)(C)C,368,6.43,B,CHEMBL233,Mu opioid receptor,CHEMBL1135663,"Binding affinity for opioid receptor type, human Opioid receptor mu 1 expressed in membrane homogenates of COS-1 or CHO cells",J Med Chem,2002,1006.69,None,intermediate,1
893,CHEMBL2372052,C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)C(C)(C)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)CNC(=O)[C@H](CN)NC(=O)[C@@H](N)Cc1ccccc1)[C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(N)=O,354.81,6.45,B,CHEMBL233,Mu opioid receptor,CHEMBL1148695,Displacement of [3H]diprenorphine from human recombinant mu opioid receptor expressed in in CHO cells,Bioorg Med Chem,2007,1969.27,None,intermediate,1
894,CHEMBL2372399,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccc(O)cc2)NCc2ccccc2)CC(=O)NC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(N)=O)NC1=O,5880,5.23,B,CHEMBL233,Mu opioid receptor,CHEMBL2321730,Displacement of [3H]DAMGO from MOR (unknown origin) expressed in CHO cells,J Med Chem,2013,1365.61,None,inactive,0
895,CHEMBL237293,NC(=O)c1ccc(Oc2ccc3c(c2)CCN(Cc2ccccc2)CC3)nc1,405.8,6.39,B,CHEMBL233,Mu opioid receptor,CHEMBL1138307,Displacement of [3H]diprenorphine from cloned human mu opioid receptor expressed in CHO cells,Bioorg Med Chem Lett,2007,373.46,3.57,intermediate,1
896,CHEMBL237294,NC(=O)c1ccc(Oc2ccc3c(c2)CCN(CCc2ccccc2)CC3)nc1,91.49,7.04,B,CHEMBL233,Mu opioid receptor,CHEMBL1138307,Displacement of [3H]diprenorphine from cloned human mu opioid receptor expressed in CHO cells,Bioorg Med Chem Lett,2007,387.48,3.62,active,2
897,CHEMBL237295,NC(=O)c1ccc(Oc2ccc(CCN3CCc4ccccc4C3)cc2)nc1,5.05,8.3,B,CHEMBL233,Mu opioid receptor,CHEMBL1138307,Displacement of [3H]diprenorphine from cloned human mu opioid receptor expressed in CHO cells,Bioorg Med Chem Lett,2007,373.46,3.57,highly_active,3
898,CHEMBL237505,CCCCN1CCCc2cc(Oc3ccc(C(N)=O)cn3)ccc2C1,20.81,7.68,B,CHEMBL233,Mu opioid receptor,CHEMBL1138307,Displacement of [3H]diprenorphine from cloned human mu opioid receptor expressed in CHO cells,Bioorg Med Chem Lett,2007,339.44,3.52,active,2
899,CHEMBL237506,CCCCCN1CCCc2cc(Oc3ccc(C(N)=O)cn3)ccc2C1,11.86,7.93,B,CHEMBL233,Mu opioid receptor,CHEMBL1138307,Displacement of [3H]diprenorphine from cloned human mu opioid receptor expressed in CHO cells,Bioorg Med Chem Lett,2007,353.47,3.91,active,2
900,CHEMBL2375157,Cc1cc(O)cc(C)c1C[C@@H](C)CN1Cc2ccccc2C[C@H]1C(=O)NCC(=O)NCc1nc2ccccc2[nH]1,0.5,9.3,B,CHEMBL233,Mu opioid receptor,CHEMBL1138032,Binding affinity to mu opioid receptor,J Med Chem,2006,539.68,3.92,highly_active,3
901,CHEMBL237716,CCCCCCN1CCCc2cc(Oc3ccc(C(N)=O)cn3)ccc2C1,12.03,7.92,B,CHEMBL233,Mu opioid receptor,CHEMBL1138307,Displacement of [3H]diprenorphine from cloned human mu opioid receptor expressed in CHO cells,Bioorg Med Chem Lett,2007,367.49,4.3,active,2
902,CHEMBL237718,CC(C)CCN1CCCc2cc(Oc3ccc(C(N)=O)cn3)ccc2C1,11.14,7.95,B,CHEMBL233,Mu opioid receptor,CHEMBL1138307,Displacement of [3H]diprenorphine from cloned human mu opioid receptor expressed in CHO cells,Bioorg Med Chem Lett,2007,353.47,3.77,active,2
903,CHEMBL237934,CC(C)CCCCN1CCCc2cc(Oc3ccc(C(N)=O)cn3)ccc2C1,11.93,7.92,B,CHEMBL233,Mu opioid receptor,CHEMBL1138307,Displacement of [3H]diprenorphine from cloned human mu opioid receptor expressed in CHO cells,Bioorg Med Chem Lett,2007,381.52,4.55,active,2
904,CHEMBL238017,CO[C@]12C(O)C[C@@]3(C[C@@H]1[C@H](C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,13,7.89,B,CHEMBL233,Mu opioid receptor,CHEMBL1149641,Displacement of [3H]DAMGO from cloned mu opioid receptor expressed in CHO cell membrane,Bioorg Med Chem Lett,2007,387.48,1.19,active,2
